s24:25705ae153c8545cd8eb2bb6877e66a5 	 not-threat 	 Toivottavasti karma on bitch kohdallasi, läheisesi menehtyy onnettomuudessa ja sast lukea netistä vastaavanlaisia aivopieruja! Olet tunteeton ja kylmä ihminen, käy sääliksi läheisiäsi! 	 0.6124617457389832
s24:2d1a80a83d016ecadbd6d57ad5f18c71 	 not-threat 	 Siperiaan, ilman palautusoikeutta. Täysin turha pelle ja kaiken lisäksi työkyvytön idiootti. 	 0.005602066870778799
s24:33c1438087e481a3d13b5bdd32b8b929 	 not-threat 	 ihme paikka tää huuhaa ;)) Syö nyt ihmeessä jotakin,kuolet vielä nälkään oottaessasi,kenties erästä rulesta? ;)) 	 0.9807752370834351
s24:427994ff7cab50dd39098d371467a6ca 	 not-threat 	 PITÄKÄÄ HYVÄNÄNNE TÄÄ KUSIPÄITTEN HOMO PALSTA  MÄ AINAKIN LÖYSIN PALSTAN JOSSA ON AITOJA TOSI KAUNIITA NAISIA JOITA TOLLASET KUSIPÄÄ HOMOT EI TUU KOSKAA SAAMAA JA AINUT PULMA MULLA ON ET KENEN MÄ VALITSEN ITELLENI 	 0.03487700968980789
s24:a4cbe5d0facaf8389ccfa6b12868f32b 	 not-threat 	 SUPERIDEA: TUOMIOJALAISET JA SIIMESLÄISET SUURVASEMMISTOKSI  KUN SDP HAJOAA MITÄ TODENNÄKÖISIMMIN ENSI KESÄNÄ,NIIN TULEE TUHANNEN TAALAN PAIKKA.TODELLINEN SUURVASEMMISTO SAADAAN,KUN TUOMIOJALAISET JA VASEMMISTOLIITTO PANEVAT VOIMANSA YHTEEN ! SILLOIN KAIKKI TYÖVÄENLIIKKEEN PETTURIT JA PORVARISULAUTUJAT (LIPPOSLAISET JA NYT TULOSSA HEINÄLUOMA-KASVATIT !) PULLAUTETAAN TYÖVÄENLIIKKEESTÄ ULOS,JOIDEN AIKANA JA AVULLA SUURPÄÄOMA ON RIKASTUNUT JA JUHLINUT MEGAMAISESTI VIIMEISEN VUOSIKYMMENEN AIKANA. JA KÖYHÄ TYÖKANSA VAIN KURJISTUNUT.MITÄ MIELTÄ OLETTE, ERKKI JA ROUVA SIIMES ?!! 	 0.007565184496343136
s24:0eb6d19cbaaadabfe7b9b2f0418cd106 	 not-threat 	 miksi olet siis antanut pahan vallan itsesi ryöstää, tuhota ja tappaa? 	 0.0033268469851464033
s24:a1ceb8b7925a134a6f16004e31eafe46 	 not-threat 	 että lapsille käy jotain... tai että TAAS sairastun. 	 0.0006043993635103106
s24:4686d75309f7c074c83499bf4eeddd1b 	 not-threat 	 Kiipees Jane puuhun, ni tuun hakee sut alas.´:) 	 0.004039029125124216
s24:510f40106030f6c31f2f1fd2b602106f 	 threat 	 Minun tehtäväni ainakin on valloittaa Moskova ja kuohita julkisesti Punaisella torilla tsaari Vladimir Putin.  Sitten tulen polttamaan tiltutalon.  Ilolla tartun näihin mukaviin tehtäviin!  Haluaisitko ryssä tietää vielä jotakin lisää? :-D  Tyhmä pikku puppelikasakka koettaa taas käydä kybersotaa naurattamalla meidät hengiltä umpityperillä jutuillaan :) 	 0.008341495878994465
s24:84b9dbd5559023c0b79e2f2c55505c28 	 not-threat 	 Millä tavalla äitisi murskasi unessa munasarjasi? 	 0.013219735585153103
