s24:4ca966fd3197849f902c2ee7f74f2205 	 toxicity 	 Suvakit ja hyysärit haluaa saada lapset omaan aivopesunsa piiriin ajoissa, ettei nämä ota vanhempien omaa arvomaailmaa omakseen. Että silleen. 	 0.005485472735017538
s24:fa3e78cbbd4d0460c2abc68f274c2596 	 toxicity 	 Halosen aikana on lapsiin ja naisiin kohdistuneet raiskaukset ja lasten hyväksikäytöt lisääntyneet räjähdysmäisesti!  Syynä seta-presidentimme sairaan ja poikkeavan ja sukupuolikäyttäytymisen täydellinen rohkaisu ja hyväksyminen!  Jopa halosen vaalijuhliin on järjestestetty sadomasokistinen esitys, sekä kiitosjuhliin transujen drag-shov, huviksi näille sukupuolisesti sairaille halosen kannattajajille. 	 0.550886332988739
s24:821b751ad0c64587e94cb0c4e391f332 	 toxicity 	 Nyt lyön kyllä tämän miehen lasikuplaa lujaa.  Jos noin paljon on jo lapsia tehnyt perhe kyseessä, niin kyllä siinä sen synnyttäjänkin mielipidettä olisi kuulunut kuunnella.  Ehkäisy kun ei ole syntiä, vaikka jotkut sellaisia typeryysoppeja viljelevätkin.  Toivotaan että tämä maailman liikakansoitus herättää viimeisetkin pahvit paavin kuoleman jälkeen nykyaikaan:  ehkäisy on ainut keino hillitä maailmanloppua. Koska ilman sitä se helvetti vasta onkin käsillä, kun maailma tuhoutuu ihmisten paljouden käsissä; sodissa, nälkäisten suiden ruokinnassa ja saasteissa - sekä teollisuuden ylivoimassa, joka kehittyy niin kauan, kun ihminen lisääntyy - aivan kuten ydinvoima teollisuuden mukana..  kyllä, helvetti on käsillä ja kortsupaketti pitäisi olla joka äijän taskussa aina saatavilla, kun alkaa tehdä naista mieli.  Ukko teki väärin kun valitsi vaimonsa ja lastensa äidin sijasta uskonnon. Mutta sano sille, että olisi tärkeintä pitää nyt vain huoli siitä perheestä, mikä jäljelle jäi. Ole tukena. 	 0.02168193832039833
s24:8065abe769ae62e87e30c63607d51435 	 toxicity 	 Ei ainoastaan se. Koittakaas nyt pässit tajuta. 	 0.0264727845788002
s24:166b48ab531c1ceb9af4f5a5209b6b57 	 toxicity 	 Narsistinen omija 	 0.9637981653213501
s24:9e0d02b5bb63865435d0a63d29eaf82f 	 toxicity 	 "Mitens Ry: si Taseet 2019? Saiko lapsuuden kaverisi "" talonmies & toiminnanjohtaja"" myös nimensä listaan?  Voi rähämä noita sun juttujas. Kuten joku jo sanoi ""itsetuntosi täytyy olla mitätön""  Aikuinen mies pullistelee rahoillaan anonyyminä anonyymeille nimimerkin takaa? Eihän sulle voi kun olla kateellinen? Hah hah ja hii haa" 	 0.0862584337592125
s24:fc2203abfa5443cc273d4ce4ae54ac3d 	 not-toxicity 	 Pyydä anteeksi sitä että tuut esittämän lapsellisia mielipiteitä HOMO palstalle! Ei seksuaalinen suuntautuneisuus oo mikään peruste adoption kieltämiselle...eikö pitäisi olla onnellinen että edes joku niitä lapsia hommaa? Joo aikuiset on suvaitsemattomia mutta ei se saa olla mikään este lasten hankkimiselle! Miten sitä suvaitsevaisuutta opetetaan jos kaikki pitää olla piilossa! No siis kyllä mä ymmärrän sun mielipiteen myös, oothan sä vielä niin nuori, vaikutat kyllä ihan asialliselta ja fiksulta tytöltä! :) 	 0.048921212553977966
s24:256307fc6a93a9769dc60f761b39b497 	 not-toxicity 	 Nuku välillä Reinostahöpöttäjä Joksu ! Tai kerro joku juttu peruutuskamerastasi 	 0.0024648529943078756
s24:a8c4a8b3b394e736553c47f47c38ec44 	 toxicity 	 No toivotaan että siellä auringon otossa jos nyt oikeesti sinne oot menossa ,riittää tuollaista huvia kuin edellä kuvasit.Yritä hankkia elämää ittelleskin ja katkeruuttas karkottaa. 	 0.010323094204068184
s24:37faee051fae7be5c3e849799cf3f138 	 toxicity 	 Ei vasureilla ole käytöstapoja 	 0.001093975268304348
