s24:7c4d48832f97cb392bb3d87a6463c464 	 not-identity_attack 	 joo hyva yleistaaa tollasia juttuja turkkilaisista! mun aiti on ihan poliiisi laitoksella toissa ja eikohan ne oo muutki jotka niita raiskauksia tekkee ku pelkat turkkilaiset taalla jkl:ssa...??? eikohan sielta listoilta loydy muutama pahempikin tapaus ihan suomalaisen aikaann saannoksena! arsyttaa tollanen rasismi! ja turkki on ihan ok loma paikka ei siella tarvii pelata pitaa vaan olla jarkee paassa eika ihan kannissa. 	 0.47300171852111816
s24:a593ca83dfdfae89cff79b0ffab8e55e 	 identity_attack 	 Naisesta tulee huora vain miehen johdosta ja mikäs se mies sitten on..huoripukki..ja silläkö ei muka ole mitään väliä..huh huh..Minkä sovinistisian kirjoituksia.Miehet ovat aina kaksinaismoralisteja...ikuisesti aamen.  Vai ikä...yök missä tuollaisia metsäläisiä vielä kasvaa...hyi olkoon.Herra varjele tuollaisilta asennevammaisilta.... 	 0.46460214257240295
s24:577a5f24a4f28194326c3895c1e7706b 	 not-identity_attack 	 ole niin itseriittoinen, että tulee ihan omillaan toimeen, - kyllä miusta ainakin on kiva saada olla tarpeellinenkin, toivottu, tms.  Sitäpaitsi, - toivon että lapsenlapseni tykkäävät minusta ihan minuna, ei vain karkkien toivossa ja - vuoksi..toivon todella että se kiljaisu MUMMIIII! tulee aitona kiintymyksen osoituksena ja ilman taka-ajatuksia.... 	 0.4587935209274292
s24:d300480e6737c1649aac79e060b84fa4 	 not-identity_attack 	 Pizzeriassa Sjoella  Tiistaina liekö vegepizzalla ollut tummanainen. Kaunis kasvoiltaan ja vartaloltaan juuri yhtä syötävä;) Onneksi sinunlaisia hyvän pilkkeen omaavia on vielä miesten ilona!! Mustat pökät ja valkoinen paita. 	 0.49861571192741394
s24:1eaa9d4727621d09d555f0473437537c 	 not-identity_attack 	 Heippa DT! Taas se sama kirjoitusvirhe käytät sitten nikkiä Daavidintähti, usko.vainen, totta.tuossa.osa, jolaladi-jolaladi-duuuuu, lesbonpesbon tai jotain muuta lukuisista nikeistäsi. :D 	 0.4200519919395447
s24:fc3c091ca5831be54867082d933769de 	 not-identity_attack 	 Missä miehet ratsastaa siellä lampaat ei voi laiduntaa. HYVÄ POJAT NÄYTTÄKÄÄ NIILLE MISTÄ SUOMALSISET ON TEHTY!!!!!!!!!! 	 0.4709233343601227
s24:ecb0ffe87274da205369c33ee7e0e351 	 not-identity_attack 	 Varmaan lesbokulttuuvi on sen mielestä pavas. 	 0.4254285991191864
s24:12367a95db666b611a274dbf20e75323 	 not-identity_attack 	 "Päivi Räsänen on äärimmäisen  takapajuinen ihminen.Antaa homojen olla homoja.Alkion kehityksessä muutoksia kromosomeissa saaneita ihmisiä ei tarvitsisi uskonnon perusteella syrjiä. Nainen on luovan ajattelun menettänyt ja uskomuksensa aivopesemä rasisti. Erittäin julmaa kirjoitella kirjoja aiheesta ja tuomita pientä ihmisvähemmistöä omien harhaisten uskomusten perusteella. Tämä lyhyt ja pieni elämä on myös oltava onnellinen niille jotka ovat erinlaisia valtavirrasta ja syntyneet sellaiseksi kun ovat.  Ja maailma on täynnä tutkimustietoa siitä että homous ei ole opittu tapa vaan jo alkiossa tapahtuneita muutoksia.Yhdysvalloissa aikoinaan tehtiin karmeita ihmiskokeita sähköllä ja kaikella mahdollisilla keinoilla jotta ""mielenhäiriö"" saataisiin korjattua. Eikö nämäkään tosiasiat yhtään liikuta mitään ajatuksia lääkäri Räsäsen ajatusmaailmassa. Taas nähdään tässä uskomusten valtava joukkovoima jotka tekevät ihmisistä aivokuolleita ja omaan ajatteluun kykenemättömiä ." 	 0.4239126443862915
s24:cc4a594d7d5cf4c97777795a5a0f3a18 	 identity_attack 	 Eikös se itkunainen perinne ollut Karjalasta, tultiin siis itkemään vaikka palkalla kun haudsttiin?  Nyt se perinne on taas täällä, vanhat naiset itkevt kun pakolaiskulli karkoitetaan takaisin kotimaahansa. 	 0.42426797747612
s24:3d599db7858c7c759bdb7f2118abdd45 	 not-identity_attack 	 siks just ois tässä vähintä, mitä voi kantasuomalaisena duunarina tehdä, on vääntää hämärän laskeuduttua sille tontille kovanaamaisen duunarin haisevat köntsät. 	 0.4388008713722229
s24:2c8cd00bb457c0f0c9b6b64ded4af9b0 	 not-identity_attack 	 Pölynimuri  haastetta. Kaikki myytävät imurit on paskoja. Toisesta puuttuu sitä ja kolmannesta tätä.  Vain pienen pieniä vaatimuksia asetan, mutta eihän nämä lahopäät niitäkään pysty täyttämään.  1. Imuteho min 400w. (saa mitata vaikka perseestä)  2. Suulakkeet matoille. Ns. Turbo tms. pyörivä millä VITTU lähtee lika ja karvat. Jos nuo suulakkeet on keksitty ni kuka idiootti ostaisi ilman.  3. Vähintään 10 metrin johto. LETKU EI OLE JOHTO. VÄHINTÄÄN saatana.  4. PESTÄVÄ Hepa 13 Suodatus, Aktiivihiilisuodatukset voi työntää perseeseensä. Koirat ei haise ne tuoksuu.  5. Minimissään 5 litran VAIHDETTAVA miel. kuitu pölypussi. Saa olla vielä suodatus tässäkin. En ala köhimään tyhjentäessä mitään vitun pölypussittomia vehkeitä. Joskus kokeillut pölypussin tyhjentämistä ja luulin, että lumimyrsky on yllättänyt.  6. Moottorin teho mielellään yli 2000 wattia. Tai vaihtoehtoisesti TODISTETUSTI pitkäikäinen. Pienemmille moottoreilla saa antaa 10 vuoden takuun, tai sitten pitää pikku vehkeidensä kanssa turpansa kiinni.  7. Mielellään vielä vakaa painava kone ja saa mahtua ahtaisiin tiloihin letkut ja päät, mutta tämä nyt on ihan yksi hevonvitunhailee siihen verrattuna, että nuo muut asiat on kunnossa.  8. Ehkäpä tätä avautumista ei pitäisi edes lähettää, mutta lähetänpä silti, kun vituttaa tämä paska tarjonta ai että ku vituttaa.  9. Jos joku tietää tälläisen imurin ni ostan heti. En ole ainakaan mistään löytänyt. Electorluxin Z7335 pääsee lähimmäksi, mutta yksikään vitun homo ei sitä tietenkään missään SUOMESSA VITTU myy.  Ps. Turha tulla lässyttämään mistään vitun viidenkympin huuvereista, että on vittu vitunhyvä joo, kun on vaarin vanha imuri ja vitunkauan on toiminu ja hyvin imee. KETÄÄN ei kiinnosta lukea niitä jonninjoutavia jorinoita. EI KETÄÄN. Ainoastaan, jos ne imurit täyttää nuo vaatimukset, ni ottakaa kantaa.  Huhhuh.. tulipahan vuodatettua :D 	 0.48384174704551697
s24:f11a6b449909cb61a63ae978ade99cf7 	 identity_attack 	 Onko pikku jihadistille jo näytetty närhen munat? 	 0.4803718030452728
s24:1a5383dafaf7945ebeac0fc188d77f92 	 not-identity_attack 	 Mitä v ittua apinat siellä teette? 	 0.42858007550239563
s24:f73abf05796407b276a9ff95fb7ef6f9 	 identity_attack 	 Mitähän mahtaa  ajatella nämä Suomessa loisivat paperittomat ja muutkin matut tilanteesta tällä hetkellä. Suomen nuoret miehet menee armeijaan palvelemaan isänmaataan. Nyt töihin uudenmaan rajoja suojaamaan koronalta. Nämä käpykaartilaiset ne vaan nostaa sossurahojamme jotka ei noille oikeestikaan kuulu. Noillakin rahoilla saataisiin paljon sairaalatarvikkeita ym ym. Kun täsät koronasta selvitään on valtion velvollisuus lähettää noi loiset hlvttiin täältä Suomesta ja rajat sais pysyä kiinni vaikka ikuisesti noilta ! 	 0.44672632217407227
s24:2d98b5d64607895f0596725460b146b1 	 not-identity_attack 	 Kantasuomalaisten rikoksista on myös uutisoitava, että rasistivähäpojatkin tietää missä mennään! 	 0.4288800358772278
s24:b311121053eab86c73665a2014591382 	 not-identity_attack 	 Länsimaiset, SEKULAARIT arvot ovat niitä puolustamisen arvoisia. PAtmoksen typerät horinat voi jättää omaan arvoonsa. 	 0.411075621843338
s24:ba38b555f3e7250ce484a56508ea6c81 	 identity_attack 	 Seta ei puhu mitään siitä koska silloin matäpaise löytyisi homoista ja lesboista eikä se kuulu homoahendaan, että homot esitetään negatiivisessa valossa 😏 	 0.410066157579422
s24:96b56633840b8cc7ea737e1d3f2b248d 	 not-identity_attack 	 ei sitä väkisin kenestäkään kiinnostu, ei sillä ole välttämättä ulkomuodon kanssa mitään tekemistä!! Ei se että ei viikon aikana pakottamalla rakastu niin tee kenstäkään homoa!!! 	 0.45770326256752014
s24:30a41e04462de143b2dfd0d7a8580e2f 	 not-identity_attack 	 Jos kerta YLE oli tilaaja, niin YLE on rasistinen laitos. Ja kaikki jotka katsovat tai kuuntelevat YLE:n ohjelmia ovat pahoja rasisteja.  Pitääkö tämä paikkansa???  Olen shokissa oleva punavihervasurikukkahattutäti. 	 0.4828515946865082
s24:79490a62f2b2877f8230404bb00fe929 	 identity_attack 	 Kristin usko on kaikista uskonnoista kamalin. Hyvä, ettei muo oo koskaan kastettu. Se on kyllä onni. Ja jotkut ressukat uskovaiset luulevat olevansa eläinrakkaita, mutta kuitenkin syövät täysin viattomia eläinressukoita ja kannattavat tuollaista julmaa uskontoa. Säälin heitä... Jumala on murhaaja!! 	 0.4979574978351593
s24:22a5d530449000f0bae451447b92eb7b 	 not-identity_attack 	 Eipäs ku HÄRMÄLÄINEN! ... perrrrrr! 	 0.4649839401245117
s24:1e3dddf83036dbd317302f12fae0f847 	 identity_attack 	 Tataarit eivät olekaan arabeja tai somaleja eikä heitä koskaan kohdeltu puolijumalina vaan joutuivat heti elättämään itse itsensä.  Uudet musut ovat käytökseltään kuin pilalle lellityt lapset koska juuri sitä he ovat. 	 0.45103317499160767
s24:ea93531dda339fe78756e850bd0a4e29 	 identity_attack 	 Somerolaiset on aseettomia ja nössöjä rikollisia vastaan. Mitäs ajelutti jotain hamppi pariskuntaa. Huhujen mukaan sai melaakin pakaroiden väliin siellä landella. Ihan oikein. Kannattais varmaan oppia pitämään puolensa. 	 0.43326207995414734
s24:2ec5a5ff9a9a9c2ad131245bec20bc29 	 not-identity_attack 	 Rasisti 	 0.4244488775730133
s24:ff7d112ba3e95c132cf51a87ccbba0b3 	 identity_attack 	 Kukaan ei takaa hyvinkääläisille mitään turvallista elämää ja liikkumista, poliisikin pelkää hoitaa näiden hoidokkien aiheuttamia mellakoita. Suurinosa tuosta sakista on täysin yhteiskuntakelvotonta, he tulevat vain lupauksien ja rahan perässä tänne sumuun ja paskasateeseen. Mikä täällä on näin kiinnostavaa kuin ilmainen ylläpito ja rahaa käteen??? miettikää kaikki ns 2500ekk työssäkävijät, mamut saa enemmän nettotuloa/etuisuuksia käteen ja tulevat raiskaamaan ja häiriköimään koko seutua ja te vielä maksatte sen!! Koko hyvinkää on pilattu jos niitä otetaan vielä upealla paikalla oleva hotellikin täyteen, uusi vuosia remontoitu uimahalli naapurissa, mikä paratiisi!!!! sitten uidaan ja zsillaillaan ennenkuin lähdetään saalistaa iltasella, porukalla ehkä. Nämä suomen pakolaistoivot tulevat asettumaan vahvana rintamana Hopiksen tiskille valitsee ja vinkkailee tanssilattialta sopivaa riistaa. Nyt jos koskaan on nuorisolla mahdollisuus heittää somet nurkkaan ja jalkautumaan oikeesti kaupungille ja puistoihin. Provosoida ei saa mutta jos kohtaa vierailta uhkailua tai edes selvää kukkoilua tai öykkäröintiä on näytettävä ketä täällä käskee ja ketä ei haluta tänne kulttuureineen!! Suomen ylipäällikkö Niinistö sanoi että maassa eletään maan tavalla. Kaikki ketä käynyt armeijan muistaa, yksi mokaa kaikki juoksee. Näin toimitaan, ei yksin ei ilman kättäpidempää, ei saa myöskään provosoida. Jos vieraat käyttäytyy asiallisesti on kaikki fine, mutta yksikin päällekäynti tai selkeä törkeä naisen lähestyminen tai huutelu aiheutettava toimintaa koska ei muuten selviä miten on. Karvatassut ei kunnioita eikä välitä mistään, ajatelkaa kun ne saa kielteisen päätöksen, ei penniikään kiinni aina tulee lämmin ruoka ja peti oli ehdoton tai ehdollinen tuomio....parta vaan nauraa kuinka tyhmiä suomalaiset on!! hänellä on pari vuotta aikaa valittaa ja häiriköidä jopa raiskaa jatai ryöstää. Tälläinen eläin saa vielä lopuksi kultaisena kädenpuristuksena ilmaisen lentomatkan kotimaahansa!! Suomi ja suurinosa päättäjistä pääministereineen sinisine silmineen täysin sairasta normaalielämästä irtautunutta sakkia. Tätä ympäristön pilaamista ja exponenttiaalista laska ei saa maksettua meidänkään lapset. Jokainen päättäjiä myöden on nyt jo nähnyt kuinka tässä kävi ja pahin vasta edessä. Mutta mamuilla tehdään pisnestä, pääministeri itse aloitti pelin aivan ala-arvoisella mediatempulla. Hänellä ei mitään käsitystä mitä on vastuu. Kukaan ei julkisuudessa edes tuo esille saatikk ahinnoittele että mamukeskus sinällään pilaa jo tulollaan ihmsten elämää ja vapaata liikkumista. Suorastaan toivon että jonkun mamut KYLLÄ päättäjän tyttären tai vaimon emättimessä uiskentelee karvatassun siittiöitä ja naama muistuttaa pandaa koska laittoi vastaan tämän partalapsen haluja suomessa. 	 0.43794670701026917
s24:a705cd6a19f38dea57738a1aa00c8a2e 	 not-identity_attack 	 sataa vain Soinin ja persujen laariin. Ei suomalaiset enään internet aikana ole tyhmiä ja vietävissä. 	 0.44789913296699524
s24:f1b4190a9481f9962a8af69655c88fe2 	 not-identity_attack 	 Se o homo, niin turhaan haikailet sen perään. 	 0.44779330492019653
s24:a2befc520007a5720583c68d22105ded 	 identity_attack 	 kokemusta on niistä hoitokokouksista,yhtä helvetin painostusta..lestat on yhtiä saatanan kyttääjiä.TÄÄ ON TOSI....EROTKAA SIITÄ USKONNOSTA 	 0.42031335830688477
s24:6d1892ed3f14050edc184b5c043f22a7 	 not-identity_attack 	 Eli pitää siis olla homofobi pystyäkseen näkemään lentäviä lautasia? Sepä oli syvällistä 	 0.493118017911911
s24:f2368afb059080a3f3a19ccd049423d6 	 not-identity_attack 	 Mun emäntä tykkää katsella fistaus elokuvia. kerran se katseli jotain gay elokuvaa 	 0.4438358545303345
s24:68d9f2e3726daccebb13918577ab2e19 	 identity_attack 	 Juuri näin....  Joo-o, ihan vitun perinteistä, että tappion jälkeen heti kaikki kääntyvät vittu vastaan. Ootte teekin homoja, kun vittu heti käännytte joukkuetta vastaan, kun menee huonosti. Kirvelevä tappio, mutta siitäkin huolimatta fantastinen turnaus Leijonilta. Painukaa oikeasti vittuun. Kannustan Leijonia viimeiseen asti, ja niin kuuluu teidänkin. Naurettavaa sakkia. 	 0.44493570923805237
s24:f5aaa0674c4ac212afa3cb83773b2743 	 identity_attack 	 Milloin soomenrååttalaiset painelee  Milloin soomenrååttalaiset painelee takasi rååttiin raamattuineen, että me Suomalasetki voidaan mennä takaisin sinne Volgan mutkaan märisemään itkuvirsiämne. Lappalaiset saisivat takaisin niin rakkaan maansa. 	 0.4295746386051178
s24:7f8857f5a842493f957a2873d254cf71 	 not-identity_attack 	 näihä se on, kokoomuslaista paskajauhantaa. Suomalaiset ovat masentuneimpia kuin koskaan! 	 0.49056509137153625
s24:e1067f56520cc50a7cd64542afbc06af 	 identity_attack 	 lutkittelemalla pääsee pukille. Naiset eivät siedä että heitä huoritellaan (vaikka olisi syytäkin).  Voihan sitä sitten kutsua vaikka seksuaalipeloksi jos mies pitää kokenutta naista huorana tai läskipeloksi jos mies pitää pyöreää naista lihavana. Asioista on hyvä puhua suoraan poliittisesti korrektissa maailmassa.  Seksi ei ole normaali asia. Se kuuluu parisuhteeseen. Mitä enemmän naisella ollut kumppaneita sen suurempi taakka miehelle kunnioittaa naista. Niin se vaan menee, vai miksi naiset häpeävät seksikumppaniensa lukumäärää jos se kerran on ihan normaalia kuin hampaiden pesu? 	 0.4514722526073456
s24:4f16e08461af3f679882800afe8311b2 	 identity_attack 	 Jos valittavana on äiti ja isä jotka rakastavat sinua ehdoitta ja myös toisiaan, ja kaksi lesboa jotka rakastavat sinua ehdoitta ja toisiaan, niin kummat vanhemmat valitset?  Veikkaan, että valitset nuo lesbot, koska olet Setan asiamies, etkä voi myöntää, että lapsi haluaa sekä isän että äidin ja lapsella on siihen myös oikeus. 	 0.4325145184993744
s24:84543dd378d126e07420d4b8ff64c8db 	 not-identity_attack 	 mikä pointtisi oli, kun rinnastit homoseksuaalisuuden ja kännissä ajamisen. 	 0.4210769832134247
s24:b62f36e9b22fa08404a046a272342e1d 	 not-identity_attack 	 Minä kyllä osasin viimeisen vuoden ajan kokemuksella arvata että aloittajan kaltaiset rasistit avaavat törkyisen turpansa huutamaan kaikkea sitä tuskaa jota heitin au- tiot kallonsa kaikaavat. 	 0.41695675253868103
s24:cecc7f0bc6f82bb2a20e4a6f7f056abc 	 not-identity_attack 	 "Homo on peruskouluikäisten viljelemä haukkumanimi...""  Ai toisin kuin ""Ääliö""?  ""Paljon enemmän suomalaisia"" kannattaa kaikenlaista kivaa ja mukavaa, jota ei tarvitse toteuttaa käytännössä.  Paskantärkeä." 	 0.4217786192893982
s24:0981d70546e371af3fef3771816c78dd 	 not-identity_attack 	 Heh-heh, vihervasemmistolainen hampurilaisketju vie lihat persujen suusta. 	 0.43728387355804443
